SAMPLE_DATE,IMAGE_DATE,TIME_SAMPLE,IMAGE_HOUR,STATION_SAMPLE,PARAMETER,VALUE,UNIT,DEPTH,DEPTH_UNIT,LOCAL_NAME,LOCATION_TYPE,LAT,LON,COUNTRY,ORGANIZATION_DATA,HEMISPHERE,SEASON,SOURCE_DOMAIN,DIFF_DATE,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,MSK_CLDPRB,MSK_SNOW,QA60,CLDYPXPER,DRK_FEA_PE,NDWI,NBSI,WATER_CHECK,SNOW_CHECK,SCENE_CLASS,GEOMETRY,Classe
2021-10-28,2021-10-28,11:16:56,13:12:51,Pontos_Randomicos,Turbidity,2.88,NTU,0.09,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4401,-45.3806,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,329.0,404.0,640.0,263.0,208.0,108.0,120.0,106.0,115.0,21.0,153.0,134.0,0.0,0.0,0.0,3.3458,0.7926,0.7158176943699732,-0.8196009999999999,Water_Surface,No_Snow,Water,POINT (-45.380624 -18.440074),0
2021-10-28,2021-10-28,11:48:42,13:12:51,Pontos_Randomicos,Turbidity,1.8,NTU,0.07,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4591,-45.3644,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,330.0,351.0,507.0,191.0,154.0,77.0,96.0,78.0,80.0,69.0,58.0,55.0,0.0,0.0,0.0,3.3458,0.7926,0.7333333333333333,-0.7786529546351084,Water_Surface,No_Snow,Water,POINT (-45.364395 -18.459149),0
2021-10-28,2021-10-28,09:50:42,13:12:51,Pontos_Randomicos,Turbidity,1.39,NTU,0.124,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4724,-45.3931,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,446.0,410.0,577.0,273.0,251.0,191.0,210.0,187.0,209.0,174.0,180.0,182.0,0.0,0.0,0.0,3.3458,0.7926,0.5104712041884817,-1.006664533795494,Water_Surface,No_Snow,Water,POINT (-45.393122 -18.47245),0
2021-10-28,2021-10-28,10:16:36,13:12:51,Pontos_Randomicos,Turbidity,1.67,NTU,0.087,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4825,-45.4304,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,362.0,392.0,571.0,210.0,161.0,107.0,108.0,92.0,86.0,66.0,48.0,45.0,0.0,0.0,0.0,3.3458,0.7926,0.722473604826546,-0.738695992994746,Water_Surface,No_Snow,Water,POINT (-45.430399 -18.48251),0
2021-10-28,2021-10-28,10:54:51,13:12:51,Pontos_Randomicos,Turbidity,1.81,NTU,0.213,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4618,-45.3725,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,432.0,456.0,617.0,306.0,262.0,191.0,188.0,183.0,171.0,148.0,174.0,157.0,0.0,0.0,0.0,3.3458,0.7926,0.5424999999999999,-0.971101017828201,Water_Surface,No_Snow,Water,POINT (-45.372508 -18.461755),0
2021-10-28,2021-10-28,10:57:45,13:12:51,Pontos_Randomicos,Turbidity,2.77,NTU,0.189,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4623,-45.3725,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,502.0,551.0,723.0,448.0,415.0,271.0,291.0,268.0,253.0,180.0,277.0,231.0,0.0,0.0,0.0,3.3458,0.7926,0.4591321897073662,-1.0575004260027665,Water_Surface,No_Snow,Water,POINT (-45.372519 -18.462333),0
2021-10-28,2021-10-28,11:43:32,13:12:51,Pontos_Randomicos,Turbidity,1.81,NTU,0.091,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4605,-45.3666,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,328.0,338.0,489.0,175.0,145.0,83.0,70.0,72.0,69.0,53.0,47.0,40.0,0.0,0.0,0.0,3.3458,0.7926,0.7433155080213905,-0.7512101349693252,Water_Surface,No_Snow,Water,POINT (-45.366586 -18.460456),0
2021-10-28,2021-10-28,11:46:29,13:12:51,Pontos_Randomicos,Turbidity,1.73,NTU,0.048,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4584,-45.3658,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,323.0,327.0,489.0,176.0,142.0,92.0,91.0,72.0,77.0,68.0,46.0,45.0,0.0,0.0,0.0,3.3458,0.7926,0.7433155080213905,-0.7388041963190184,Water_Surface,No_Snow,Water,POINT (-45.365767 -18.45836),0
2021-10-28,2021-10-28,11:53:20,13:12:51,Pontos_Randomicos,Turbidity,1.19,NTU,0.057,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4505,-45.3648,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,326.0,314.0,448.0,161.0,132.0,91.0,88.0,76.0,67.0,74.0,39.0,35.0,0.0,0.0,0.0,3.3458,0.7926,0.7099236641221374,-0.7582578571428572,Water_Surface,No_Snow,Water,POINT (-45.364756 -18.450463),0
2021-10-28,2021-10-28,09:47:35,13:12:51,Pontos_Randomicos,Turbidity,1.42,NTU,0.074,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4789,-45.3937,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,321.0,335.0,470.0,158.0,128.0,72.0,73.0,69.0,63.0,36.0,85.0,77.0,0.0,0.0,0.0,3.3458,0.7926,0.7439703153988867,-0.8600037446808511,Water_Surface,No_Snow,Water,POINT (-45.393715 -18.478929),0
2021-10-28,2021-10-28,11:14:11,13:12:51,Pontos_Randomicos,Turbidity,2.51,NTU,0.068,m,Reservatorio de Tr̻s Marias,Reservoir,-18.438,-45.3768,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,345.0,359.0,554.0,222.0,190.0,134.0,150.0,118.0,124.0,152.0,219.0,160.0,0.0,0.0,0.0,3.3458,0.7926,0.6488095238095238,-0.9265391046931408,Water_Surface,No_Snow,Water,POINT (-45.376756 -18.43803),0
2021-10-28,2021-10-28,11:58:54,13:12:51,Pontos_Randomicos,Turbidity,1.36,NTU,0.095,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4351,-45.3646,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,454.0,313.0,450.0,175.0,147.0,108.0,127.0,109.0,129.0,858.0,197.0,141.0,0.0,0.0,0.0,3.3458,0.7926,0.6100178890876565,-1.002164888888889,Water_Surface,No_Snow,Water,POINT (-45.364562 -18.435063),0
2021-10-28,2021-10-28,12:07:53,13:12:51,Pontos_Randomicos,Turbidity,1.8,NTU,0.085,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4598,-45.3693,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,338.0,333.0,489.0,177.0,147.0,73.0,80.0,70.0,64.0,50.0,53.0,31.0,0.0,0.0,0.0,3.3458,0.7926,0.7495527728085868,-0.7231802781186095,Water_Surface,No_Snow,Water,POINT (-45.369312 -18.459754),0
2021-10-28,2021-10-28,11:37:59,13:12:51,Pontos_Randomicos,Turbidity,1.9,NTU,0.051,m,Reservatorio de Tr̻s Marias,Reservoir,-18.463,-45.3708,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,488.0,504.0,650.0,380.0,336.0,252.0,252.0,251.0,233.0,276.0,235.0,208.0,0.0,0.0,0.0,3.3458,0.7926,0.4428412874583796,-1.0727686153846154,Water_Surface,No_Snow,Water,POINT (-45.370778 -18.463014),0
2021-10-28,2021-10-28,11:02:00,13:12:51,Pontos_Randomicos,Turbidity,1.63,NTU,0.058,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4552,-45.3727,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,330.0,342.0,493.0,170.0,144.0,95.0,102.0,78.0,69.0,59.0,47.0,37.0,0.0,0.0,0.0,3.3458,0.7926,0.7267950963222416,-0.7467866774847871,Water_Surface,No_Snow,Water,POINT (-45.372665 -18.455247),0
2021-10-28,2021-10-28,11:11:51,13:12:51,Pontos_Randomicos,Turbidity,2.42,NTU,0.106,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4413,-45.3754,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,363.0,391.0,613.0,224.0,174.0,88.0,110.0,86.0,96.0,98.0,122.0,97.0,0.0,0.0,0.0,3.3458,0.7926,0.7539341917024319,-0.7750568287112561,Water_Surface,No_Snow,Water,POINT (-45.375447 -18.441323),0
2021-10-28,2021-10-28,11:30:33,13:12:51,Pontos_Randomicos,Turbidity,2.06,NTU,0.053,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4611,-45.3756,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,462.0,536.0,661.0,376.0,363.0,288.0,282.0,285.0,274.0,180.0,257.0,206.0,0.0,0.0,0.0,3.3458,0.7926,0.3974630021141649,-1.1006496036308622,Water_Surface,No_Snow,Water,POINT (-45.375642 -18.461098),0
2021-10-28,2021-10-28,09:44:54,13:12:51,Pontos_Randomicos,Turbidity,1.27,NTU,0.112,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4823,-45.3942,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,450.0,456.0,597.0,295.0,269.0,206.0,201.0,186.0,197.0,155.0,210.0,202.0,0.0,0.0,0.0,3.3458,0.7926,0.524904214559387,-1.0843695544388607,Water_Surface,No_Snow,Water,POINT (-45.394206 -18.482345),0
2021-10-28,2021-10-28,10:30:45,13:12:51,Pontos_Randomicos,Turbidity,1.36,NTU,0.201,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4823,-45.4068,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,679.0,709.0,884.0,637.0,643.0,512.0,526.0,469.0,500.0,426.0,464.0,401.0,0.0,0.0,0.0,3.3458,0.7926,0.3067257945306726,-1.2304161085972851,Water_Surface,No_Snow,Water,POINT (-45.406775 -18.482309),0
2021-10-28,2021-10-28,09:56:01,13:12:51,Pontos_Randomicos,Turbidity,1.29,NTU,0.096,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4709,-45.3979,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,486.0,489.0,648.0,347.0,323.0,271.0,274.0,242.0,257.0,217.0,245.0,225.0,0.0,0.0,0.0,3.3458,0.7926,0.4561797752808988,-1.0818198518518518,Water_Surface,No_Snow,Water,POINT (-45.397902 -18.470859),0
2021-10-28,2021-10-28,11:20:39,13:12:51,Pontos_Randomicos,Turbidity,1.97,NTU,0.089,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4451,-45.3767,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,342.0,348.0,527.0,181.0,144.0,72.0,73.0,60.0,55.0,48.0,68.0,54.0,0.0,0.0,0.0,3.3458,0.7926,0.7955706984667803,-0.7419603491461101,Water_Surface,No_Snow,Water,POINT (-45.376734 -18.445071),0
2021-10-28,2021-10-28,11:24:02,13:12:51,Pontos_Randomicos,Turbidity,1.59,NTU,0.088,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4499,-45.3756,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,334.0,334.0,493.0,170.0,136.0,80.0,88.0,73.0,69.0,46.0,45.0,36.0,0.0,0.0,0.0,3.3458,0.7926,0.7420494699646643,-0.7285110993914807,Water_Surface,No_Snow,Water,POINT (-45.375636 -18.449882),0
2021-10-28,2021-10-28,11:27:20,13:12:51,Pontos_Randomicos,Turbidity,1.48,NTU,0.073,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4545,-45.3757,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,332.0,333.0,492.0,170.0,144.0,90.0,102.0,77.0,78.0,55.0,44.0,31.0,0.0,0.0,0.0,3.3458,0.7926,0.7293497363796134,-0.7176333983739838,Water_Surface,No_Snow,Water,POINT (-45.375665 -18.454509),0
2021-10-28,2021-10-28,09:53:15,13:12:51,Pontos_Randomicos,Turbidity,1.39,NTU,0.099,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4677,-45.3919,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,461.0,513.0,655.0,351.0,308.0,253.0,268.0,241.0,248.0,180.0,227.0,219.0,0.0,0.0,0.0,3.3458,0.7926,0.4620535714285715,-1.095365251908397,Water_Surface,No_Snow,Water,POINT (-45.39188 -18.467726),0
2021-10-28,2021-10-28,10:44:28,13:12:51,Pontos_Randomicos,Turbidity,1.29,NTU,0.104,m,Reservatorio de Tr̻s Marias,Reservoir,-18.476,-45.3986,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,515.0,532.0,680.0,395.0,363.0,327.0,311.0,294.0,311.0,220.0,275.0,236.0,0.0,0.0,0.0,3.3458,0.7926,0.3963039014373717,-1.107627764705882,Water_Surface,No_Snow,Water,POINT (-45.398634 -18.476018),0
2021-10-28,2021-10-28,10:39:41,13:12:51,Pontos_Randomicos,Turbidity,3.67,NTU,0.22,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4825,-45.4018,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,553.0,566.0,775.0,594.0,543.0,349.0,357.0,352.0,365.0,586.0,359.0,300.0,0.0,0.0,0.0,3.3458,0.7926,0.3753327417923691,-1.0913633548387098,Water_Surface,No_Snow,Water,POINT (-45.401831 -18.482455),0
2021-10-28,2021-10-28,10:34:48,13:12:51,Pontos_Randomicos,Turbidity,1.4,NTU,0.125,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4816,-45.4019,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,545.0,485.0,683.0,363.0,354.0,298.0,280.0,244.0,292.0,256.0,279.0,273.0,0.0,0.0,0.0,3.3458,0.7926,0.4735706580366773,-1.0912696632503662,Water_Surface,No_Snow,Water,POINT (-45.401943 -18.481641),0
2021-10-28,2021-10-28,11:04:52,13:12:51,Pontos_Randomicos,Turbidity,1.27,NTU,0.071,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4468,-45.3713,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,320.0,326.0,462.0,161.0,131.0,80.0,86.0,76.0,69.0,72.0,48.0,45.0,0.0,0.0,0.0,3.3458,0.7926,0.7174721189591077,-0.782666303030303,Water_Surface,No_Snow,Water,POINT (-45.371292 -18.446781),0
2021-10-28,2021-10-28,10:26:47,13:12:51,Pontos_Randomicos,Turbidity,1.31,NTU,0.069,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4852,-45.4132,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,554.0,578.0,706.0,412.0,396.0,336.0,338.0,304.0,289.0,275.0,302.0,275.0,0.0,0.0,0.0,3.3458,0.7926,0.398019801980198,-1.187223297450425,Water_Surface,No_Snow,Water,POINT (-45.413214 -18.485205),0
2021-10-28,2021-10-28,10:22:08,13:12:51,Pontos_Randomicos,Turbidity,1.48,NTU,0.173,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4926,-45.421,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,531.0,549.0,715.0,379.0,350.0,298.0,308.0,260.0,271.0,235.0,250.0,239.0,0.0,0.0,0.0,3.3458,0.7926,0.4666666666666667,-1.078353902097902,Water_Surface,No_Snow,Water,POINT (-45.42099 -18.492635),0
2021-10-28,2021-10-28,10:07:35,13:12:51,Pontos_Randomicos,Turbidity,1.55,NTU,0.071,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4832,-45.4189,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,375.0,417.0,574.0,236.0,211.0,148.0,155.0,127.0,119.0,75.0,103.0,87.0,0.0,0.0,0.0,3.3458,0.7926,0.637660485021398,-0.8546167804878049,Water_Surface,No_Snow,Water,POINT (-45.418873 -18.483232),0
2021-10-28,2021-10-28,10:11:59,13:12:51,Pontos_Randomicos,Turbidity,1.64,NTU,0.073,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4715,-45.4179,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,329.0,359.0,513.0,176.0,131.0,77.0,78.0,65.0,58.0,38.0,41.0,22.0,0.0,0.0,0.0,3.3458,0.7926,0.7750865051903114,-0.7196460584795321,Water_Surface,No_Snow,Water,POINT (-45.41786 -18.471521),0
2021-10-28,2021-10-28,10:04:11,13:12:51,Pontos_Randomicos,Turbidity,1.55,NTU,0.17,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4782,-45.4104,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,490.0,468.0,622.0,311.0,281.0,231.0,225.0,196.0,236.0,188.0,182.0,184.0,0.0,0.0,0.0,3.3458,0.7926,0.5207823960880196,-1.0257875112540196,Water_Surface,No_Snow,Water,POINT (-45.410412 -18.478234),0
2021-10-28,2021-10-28,11:07:44,13:12:51,Pontos_Randomicos,Turbidity,1.25,NTU,0.2,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4424,-45.371,Brazil,Simoa_Limnologia,South,Spring,Tres_Marias,0,326.0,329.0,476.0,164.0,136.0,84.0,94.0,76.0,82.0,82.0,87.0,71.0,0.0,0.0,0.0,3.3458,0.7926,0.7246376811594202,-0.8232601344537815,Water_Surface,No_Snow,Water,POINT (-45.370951 -18.442416),0
