Value;BAND_1;BAND_2;BAND_3;BAND_4;BAND_5;BAND_6;BAND_7;BAND_8;BAND_8A;BAND_9;BAND_11;BAND_12;QA60;NUVEM_SOMBRA;DIFERENCA_DIAS;Parameter;Dominio;Classe
3.55;172;261;282;197;165;87;96;95;91;96;90;66;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.55;373;410;456;369;377;322;336;307;334;316;280;276;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.56;284;467;608;156;112;71;87;66;64;40;32;25;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.57;380;406;472;365;398;383;362;318;317;320;156;100;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.57;539;390;441;435;476;399;412;341;400;457;399;393;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.58;365;274;325;198;343;598;636;611;686;465;392;233;0;SHADOW;0;TURBIDEZ;Cetesb;1
3.58;1296;705;810;544;578;533;551;900;515;2672;581;421;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.58;272;261;342;234;226;177;171;170;156;129;95;83;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.58;241;260;327;216;241;223;233;233;226;475;180;121;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.58;224;280;325;252;267;206;216;179;196;208;141;129;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.58;70;189;302;119;90;63;69;57;58;3;28;21;0;SHADOW;0;TURBIDEZ;PMQs;1
3.58;190;197;314;138;103;58;56;45;51;24;18;17;0;SHADOW;0;TURBIDEZ;PMQs;1
3.6;261;324;489;196;180;105;109;92;80;66;37;31;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.6;329;436;586;403;337;332;273;314;281;205;377;325;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.6;1963;1813;1970;1794;1965;2139;2299;2069;2423;3680;2112;1652;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.6;73;142;320;163;90;16;12;12;19;3;61;50;0;CIRRUS;0;TURBIDEZ;GemStat;1
3.6;248;217;229;205;218;173;167;164;160;125;182;141;0;SHADOW;0;TURBIDEZ;ANA;1
3.6;132;106;151;83;65;25;46;39;37;2;84;75;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;479;522;687;601;643;512;520;484;464;469;334;255;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;334;342;380;361;355;306;287;315;276;250;276;237;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;84;102;76;68;83;12;15;18;4;1;35;44;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;14;9;46;15;1;1;1;1;1;1;9;5;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;175;200;218;157;184;115;138;125;123;153;116;76;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;101;85;149;122;102;60;62;57;37;1;11;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;289;269;211;179;193;148;183;133;151;147;145;111;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;321;324;401;236;590;983;1086;947;1023;1837;603;333;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;195;191;176;165;180;143;163;138;165;703;221;158;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;213;196;206;202;268;229;281;232;278;861;299;174;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;160;177;289;189;150;105;114;108;112;158;65;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;160;177;289;189;150;105;114;108;112;158;65;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;245;305;418;226;174;137;158;150;133;112;100;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;301;342;456;342;451;319;338;289;283;203;191;147;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;200;268;379;199;322;186;211;161;145;92;58;45;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;692;625;619;487;546;590;635;585;563;779;330;264;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6;313;289;354;277;248;177;179;164;172;208;301;270;0;SHADOW;0;TURBIDEZ;Europa;1
3.61;121;193;330;109;74;36;38;34;26;4;16;15;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.61;103;80;117;83;94;86;95;76;65;49;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.61;236;209;285;192;194;137;144;128;132;96;113;79;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.61;374;320;361;246;249;186;184;153;163;123;81;59;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.61;111;164;264;84;51;29;33;32;28;1;21;16;0;SHADOW;0;TURBIDEZ;PMQs;1
3.62;86;231;426;210;239;45;62;51;23;21;56;48;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.62;338;437;587;314;272;195;198;169;147;126;108;85;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.62;338;437;587;314;272;195;198;169;147;126;108;85;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.62;308;394;554;265;238;196;228;125;176;190;100;74;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.62;279;274;272;147;128;92;142;120;120;474;158;109;0;SHADOW;0;TURBIDEZ;ANA;1
3.63;210;299;491;517;712;905;996;1047;1110;1127;1071;664;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.63;94;231;309;100;72;43;50;45;29;19;22;16;0;SHADOW;0;TURBIDEZ;PMQs;1
3.64;608;723;863;578;531;456;447;389;375;349;197;145;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
3.65;820;1114;1218;1231;1495;1667;1784;1407;1883;1646;1692;1646;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.65;288;85;357;134;233;68;82;37;30;1209;158;168;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
3.65;137;133;160;171;185;163;193;224;221;593;251;208;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.6508;134;194;186;95;81;53;59;52;49;21;42;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.66;259;327;465;246;185;90;93;73;62;48;64;46;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.66;120;205;355;127;78;36;41;32;27;6;31;29;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.66;227;175;259;179;190;191;219;208;230;1243;193;130;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.66;227;175;259;179;190;191;219;208;230;1243;193;130;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.669995;241;210;204;182;196;179;197;173;171;176;133;119;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.67;699;809;961;653;601;487;483;419;413;450;181;123;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
3.67;284;467;608;156;112;71;87;66;64;40;32;25;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.67;86;231;426;210;239;45;62;51;23;21;56;48;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.67;215;215;298;186;261;340;377;345;411;592;244;141;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.671;408;668;852;988;1175;1342;1456;1590;1584;1513;1744;1369;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.675441;104;133;95;62;75;90;95;69;71;1;42;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.68;140;242;343;135;97;54;66;44;33;4;21;19;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.68;781;551;493;378;406;407;441;384;417;965;439;350;0;SHADOW;0;TURBIDEZ;ANA;1
3.68;164;218;265;103;64;32;25;34;21;394;57;44;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.68;190;197;314;138;103;58;56;45;51;24;18;17;0;SHADOW;0;TURBIDEZ;PMQs;1
3.69;393;349;464;255;256;165;172;155;171;331;220;173;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.69;393;349;464;255;256;165;172;155;171;331;220;173;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.7;1204;1328;1491;1120;1093;1037;1033;1027;1022;974;1000;1009;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.7;2326;1961;2047;1907;1990;2024;2054;1842;2129;2860;1859;1562;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.7;323;364;517;306;311;215;208;218;189;141;177;161;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.7;153;298;629;320;277;125;127;120;103;26;130;126;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.7;133;179;345;165;134;24;20;5;3;2;33;33;0;CIRRUS;0;TURBIDEZ;GemStat;1
3.7;321;361;535;270;237;140;144;134;119;136;161;141;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.7;3117;3641;3538;3471;3898;4105;4304;3884;4333;5342;3873;3520;0;NADA;0;TURBIDEZ;Estados_Unidos;1
3.7;136;221;356;174;171;42;64;46;36;;60;61;0;NADA;0;TURBIDEZ;Estados_Unidos;1
3.7;173;219;345;134;90;38;44;38;36;;17;3;0;NADA;0;TURBIDEZ;PMQs;1
3.7;;1;1;1;1;1;1;1;1;;18;16;0;NADA;0;TURBIDEZ;Europa;1
3.7;268;194;191;160;199;175;169;172;142;294;97;76;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;533;461;562;466;509;486;542;560;526;1636;447;321;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;766;592;753;663;646;748;628;499;667;1024;668;583;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;331;278;329;236;405;794;857;885;945;2765;583;366;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;334;342;380;361;355;306;287;315;276;250;276;237;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;458;374;413;453;557;580;649;559;615;1478;590;510;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;40;65;32;38;30;27;66;51;48;32;86;73;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;40;65;32;38;30;27;66;51;48;32;86;73;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;284;292;348;218;214;165;202;177;155;262;82;42;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;535;587;607;344;364;464;507;437;418;562;157;108;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;101;85;149;122;102;60;62;57;37;1;11;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;277;330;317;309;448;514;602;550;658;1272;501;360;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;197;276;318;192;228;203;232;199;209;204;119;69;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;348;326;435;295;323;248;251;214;232;239;166;165;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;458;67;83;111;167;68;107;109;112;1320;329;231;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;1030;1105;1089;1112;1196;1125;1130;1075;1147;1364;1109;967;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;55;260;364;423;478;544;561;682;644;416;700;579;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.7;97;196;306;134;104;60;75;55;47;20;38;32;0;SHADOW;0;TURBIDEZ;PMQs;1
3.7;154;142;206;128;108;74;78;60;63;24;44;29;0;SHADOW;0;TURBIDEZ;PMQs;1
3.7;154;142;206;128;108;74;78;60;63;24;44;29;0;SHADOW;0;TURBIDEZ;PMQs;1
3.7;157;264;340;152;143;109;123;112;120;163;94;76;0;SHADOW;0;TURBIDEZ;PMQs;1
3.7;269;344;398;197;181;141;147;133;132;102;77;60;0;SHADOW;0;TURBIDEZ;PMQs;1
3.71;317;401;528;356;348;262;257;272;242;251;197;162;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.71;391;493;660;377;321;236;248;203;218;182;198;187;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.71;391;493;660;377;321;236;248;203;218;182;198;187;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.71;1483;648;515;372;402;366;410;622;372;3424;399;246;0;SHADOW;0;TURBIDEZ;ANA;1
3.71;753;788;818;805;873;855;876;779;870;880;798;789;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.711;288;85;357;134;233;68;82;37;30;1209;158;168;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
3.72;176;247;376;139;101;63;62;53;44;2;24;20;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.72;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.72;452;282;447;237;411;808;969;876;1001;2043;642;327;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.73;252;319;464;311;577;1152;1299;1421;1445;732;709;417;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.73;373;450;520;381;426;539;601;591;622;1163;591;602;0;SHADOW;0;TURBIDEZ;PMQs;1
3.736;291;304;400;286;346;306;354;341;349;810;357;190;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.74;164;218;265;103;64;32;25;34;21;394;57;44;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.74;226;211;225;275;353;345;374;336;360;753;405;349;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.74;419;495;577;393;407;377;412;339;370;250;205;201;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.75;175;263;452;178;127;63;64;56;50;22;31;27;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.76;107;232;355;130;87;48;50;50;58;17;20;21;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.76;472;493;565;561;592;519;500;436;518;409;479;454;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.77;249;348;508;228;175;93;99;88;88;36;58;38;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.77;419;495;577;393;407;377;412;339;370;250;205;201;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.77;278;338;509;312;312;257;255;240;232;426;203;156;0;SHADOW;0;TURBIDEZ;PMQs;1
3.78;272;413;477;186;120;52;51;57;37;22;32;28;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.78;562;862;1114;1058;1163;1163;1277;1263;1322;2845;1482;1296;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.78;251;269;341;221;242;211;229;233;226;435;163;115;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.782;309;369;465;501;590;617;678;672;739;2125;1202;956;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.79;2418;1607;1795;1822;2033;1987;2058;1537;2115;3622;2052;2421;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.8;331;390;628;351;341;221;242;224;213;177;213;200;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.8;286;321;463;264;277;164;184;167;151;141;157;135;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.8;1836;2826;3098;3171;3381;3189;3348;3125;3185;1833;2881;2353;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.8;187;263;373;157;115;58;62;52;41;40;36;31;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.8;203;283;506;194;114;39;30;34;29;;15;10;0;NADA;0;TURBIDEZ;PMQs;1
3.8;2982;3540;3396;3243;3441;3486;3458;3730;3430;4218;3504;3418;0;NADA;0;TURBIDEZ;Europa;1
3.8;288;216;279;266;268;130;129;174;151;920;318;276;0;SHADOW;0;TURBIDEZ;ANA;1
3.8;264;356;526;537;552;420;435;349;386;762;480;374;0;SHADOW;0;TURBIDEZ;ANA;1
3.8;264;356;526;537;552;420;435;349;386;762;480;374;0;SHADOW;0;TURBIDEZ;Cetesb;1
3.8;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;167;101;91;93;122;90;124;123;107;551;155;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;112;154;208;168;248;207;212;202;226;61;98;73;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;138;165;149;119;134;88;108;82;82;100;88;64;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;195;191;176;165;180;143;163;138;165;703;221;158;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;175;187;179;164;151;86;109;67;63;5;103;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;277;288;402;298;449;287;305;247;228;185;127;96;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;1199;1155;1284;1120;1156;1043;1054;900;1021;1136;982;896;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;151;165;148;124;142;75;80;59;42;45;34;20;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.8;278;338;509;312;312;257;255;240;232;426;203;156;0;SHADOW;0;TURBIDEZ;PMQs;1
3.8;135;186;268;88;70;40;45;34;32;15;29;29;0;SHADOW;0;TURBIDEZ;PMQs;1
3.8;482;412;521;443;436;315;339;303;343;291;388;352;0;SHADOW;0;TURBIDEZ;Europa;1
3.8;121;109;193;120;83;26;28;27;33;7;43;29;0;SHADOW;0;TURBIDEZ;Europa;1
3.8;213;291;503;189;123;41;50;44;39;7;18;15;0;;0;TURBIDEZ;PMQs;1
3.81;262;223;215;184;189;163;187;180;181;312;258;185;0;SHADOW;0;TURBIDEZ;ANA;1
3.81;406;439;510;369;411;388;384;312;321;321;183;123;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.82;521;515;641;407;408;378;368;325;334;349;124;68;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.82;425;446;586;491;528;406;447;347;441;366;397;364;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.83;393;349;464;255;256;165;172;155;171;331;220;173;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.83;393;349;464;255;256;165;172;155;171;331;220;173;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.83;120;262;386;166;150;96;118;117;110;217;114;104;0;SHADOW;0;TURBIDEZ;PMQs;1
3.84;338;437;587;314;272;195;198;169;147;126;108;85;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.84;789;803;797;692;735;757;789;824;745;812;624;451;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.84;789;803;797;692;735;757;789;824;745;812;624;451;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.855173;190;340;354;276;294;246;277;356;276;345;229;231;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.86;222;321;440;183;151;89;98;88;74;40;41;28;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.86;186;213;244;220;236;177;209;159;185;182;162;181;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.88;251;273;360;236;275;284;319;317;326;567;212;130;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.88;127;226;305;125;98;59;69;53;46;25;20;15;0;SHADOW;0;TURBIDEZ;PMQs;1
3.888098;89;53;63;40;39;9;21;16;24;8;85;67;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.89;2067;2956;2976;2692;2935;2680;2268;2979;1751;7398;2377;1448;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.89;1;1;474;163;166;1;1;1;1;82;141;140;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
3.89;97;152;212;116;94;22;36;22;5;3;25;15;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.89;486;523;652;415;421;387;388;349;350;333;134;74;0;SHADOW;0;TURBIDEZ;PMQs;1
3.9;686;573;778;726;988;1507;1589;1733;1791;2615;1435;956;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
3.9;259;327;465;246;185;90;93;73;62;48;64;46;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.9;26;82;47;66;61;17;30;25;21;;47;39;0;NADA;0;TURBIDEZ;Estados_Unidos;1
3.9;133;89;81;64;73;70;73;63;58;1;16;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;929;993;1025;1070;1161;1068;1056;990;1026;1054;997;937;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;85;194;308;174;158;84;92;80;86;95;118;89;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;442;274;301;190;187;80;127;104;84;324;107;82;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;194;183;309;170;195;125;137;101;137;247;118;76;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;262;220;268;159;165;112;121;96;100;49;43;31;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;388;394;397;238;238;281;309;249;234;220;87;98;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;179;163;213;147;99;20;21;18;26;10;48;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;199;161;190;180;190;120;132;124;101;386;145;115;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;1421;1117;1285;1169;1237;1196;1251;1009;1270;1371;1130;1084;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9;88;162;238;119;109;76;103;106;105;52;75;47;0;SHADOW;0;TURBIDEZ;PMQs;1
3.9;75;162;249;107;78;32;44;27;28;3;27;20;0;SHADOW;0;TURBIDEZ;PMQs;1
3.91;222;321;440;183;151;89;98;88;74;40;41;28;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.91;64;113;322;302;609;1082;1285;1362;1509;1994;751;418;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.91;486;523;652;415;421;387;388;349;350;333;134;74;0;SHADOW;0;TURBIDEZ;PMQs;1
3.92;288;85;357;134;233;68;82;37;30;1209;158;168;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
3.94;113;77;66;64;71;29;30;23;14;40;32;31;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.9581;234;239;374;230;244;174;224;182;188;399;115;69;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.96;623;693;900;544;535;456;488;425;455;598;418;389;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.96;910;793;862;541;515;393;414;355;373;811;384;343;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.96;211;296;395;143;119;71;83;61;56;39;19;18;0;;0;TURBIDEZ;Campo_Limnologia;1
3.960347;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.97;352;353;332;211;246;172;187;151;149;136;96;76;0;SHADOW;0;TURBIDEZ;Cetesb;1
3.97;217;136;200;132;184;140;170;121;138;634;138;93;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.97;150;196;226;124;151;93;134;113;117;300;108;68;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
3.98;173;317;464;205;143;51;77;56;57;1;49;47;0;CIRRUS;0;TURBIDEZ;ANA;1
3.98;107;232;355;130;87;48;50;50;58;17;20;21;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.99;344;416;543;270;244;200;207;171;168;144;100;75;0;CIRRUS;0;TURBIDEZ;PMQs;1
3.99;342;451;591;348;288;195;187;186;159;138;179;140;0;CIRRUS;0;TURBIDEZ;PMQs;1
4;590;525;612;356;321;281;297;269;253;403;228;210;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;481;505;652;391;386;326;324;285;286;318;286;300;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;139;202;393;218;160;46;47;61;40;83;70;44;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;525;573;1101;648;1520;2197;2283;2127;2326;2890;1345;776;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;418;641;867;1255;1411;1483;1576;1654;1719;1713;2874;2276;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;224;255;453;252;294;115;125;96;84;36;81;79;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;228;256;506;207;206;115;120;104;98;63;45;44;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4;396;504;686;476;495;407;418;410;374;379;317;294;0;SHADOW;0;TURBIDEZ;ANA;1
4;400;455;482;416;521;502;513;502;515;1158;344;264;0;SHADOW;0;TURBIDEZ;Cetesb;1
4;198;535;792;660;660;849;612;550;741;173;641;455;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;107;142;203;165;144;64;75;64;66;22;74;59;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;268;259;383;275;293;208;231;176;239;535;240;203;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;201;242;351;172;207;218;271;257;260;980;361;243;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;522;795;929;999;1201;1250;1313;1280;1305;1395;1062;918;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;249;524;607;701;790;881;950;1100;1016;490;1061;846;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;145;139;192;115;105;64;87;90;93;1409;115;110;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;280;362;484;299;295;248;272;239;235;841;225;173;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;138;136;92;68;95;88;106;73;95;306;249;162;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;175;187;179;164;151;86;109;67;63;5;103;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;571;449;449;435;502;456;477;390;439;491;393;355;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;329;419;495;389;459;285;302;261;246;231;197;195;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;135;160;275;165;183;159;196;163;190;775;328;272;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;895;1079;1188;992;1091;1142;1150;1229;1123;998;1101;755;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;388;394;397;238;238;281;309;249;234;220;87;98;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;231;200;256;184;242;147;146;123;113;91;61;54;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;668;699;766;698;720;627;630;508;621;646;555;514;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4;90;131;230;116;107;71;69;72;70;1;50;34;0;SHADOW;0;TURBIDEZ;PMQs;1
4;157;264;340;152;143;109;123;112;120;163;94;76;0;SHADOW;0;TURBIDEZ;PMQs;1
4.01;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4.018911;133;88;142;117;148;25;24;19;9;;35;28;0;NADA;0;TURBIDEZ;Estados_Unidos;1
4.02;126;162;192;121;113;32;49;28;26;26;41;51;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
4.03;271;299;383;229;459;1056;1269;1236;1329;1193;750;403;0;SHADOW;0;TURBIDEZ;ANA;1
4.03;274;321;482;279;309;247;257;244;255;466;197;157;0;SHADOW;0;TURBIDEZ;PMQs;1
4.05;333;406;736;454;546;318;322;275;275;242;229;207;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4.05;715;808;875;790;814;712;672;727;641;845;770;868;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
