Value;BAND_1;BAND_2;BAND_3;BAND_4;BAND_5;BAND_6;BAND_7;BAND_8;BAND_8A;BAND_9;BAND_11;BAND_12;QA60;NUVEM_SOMBRA;DIFERENCA_DIAS;Parameter;Dominio;Classe
2.1;433;547;681;753;791;788;861;797;804;978;709;559;0;SHADOW;0;TURBIDEZ;Cetesb;1
2.1;120;170;253;161;433;970;1140;1130;1268;1624;612;292;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;225;138;108;82;112;201;225;208;256;422;134;85;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;300;265;313;212;239;158;166;158;189;1194;157;110;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;300;265;313;212;239;158;166;158;189;1194;157;110;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;247;282;417;400;512;510;534;568;583;1053;635;396;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;529;533;566;402;416;408;427;347;411;443;351;335;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;51;86;164;77;44;2;1;17;11;1;9;13;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;282;279;250;206;243;226;227;224;223;824;211;185;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;83;112;53;51;53;26;39;20;11;1;74;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;128;220;313;152;136;84;119;92;85;44;47;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;128;220;313;152;136;84;119;92;85;44;47;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;212;272;412;203;343;180;231;178;142;114;48;33;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;229;73;161;132;229;555;662;719;672;1767;444;260;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.1;119;127;220;113;80;50;51;43;51;17;38;29;0;SHADOW;0;TURBIDEZ;PMQs;1
2.1;99;120;220;98;80;14;24;14;16;1;22;21;0;SHADOW;0;TURBIDEZ;PMQs;1
2.1;301;361;358;212;199;165;173;160;147;135;100;75;0;SHADOW;0;TURBIDEZ;PMQs;1
2.1;336;389;480;286;256;226;221;410;258;874;244;282;0;SHADOW;0;TURBIDEZ;PMQs;1
2.1;1001;684;715;527;514;489;476;639;480;1549;590;349;0;SHADOW;0;TURBIDEZ;PMQs;1
2.105028;212;274;373;221;518;1023;1178;998;1087;957;495;259;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.11;310;277;343;263;483;1006;1140;1162;1238;1675;847;499;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.11;235;255;273;165;237;210;245;179;173;1339;126;97;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.11;131;99;102;88;94;41;44;37;35;22;35;27;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.11;131;99;102;88;94;41;44;37;35;22;35;27;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.11;121;168;162;79;68;70;102;76;82;108;82;63;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.11;747;729;751;748;785;752;788;669;785;837;697;709;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.12;172;126;189;245;348;354;445;517;523;913;897;629;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.12;209;283;346;143;133;115;135;106;112;186;66;56;0;SHADOW;0;TURBIDEZ;PMQs;1
2.13;811;891;1031;836;869;809;817;788;785;1310;804;683;0;SHADOW;0;TURBIDEZ;ANA;1
2.13;103;161;198;93;52;12;23;19;17;19;49;45;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.13;195;229;214;104;92;74;71;60;61;38;70;68;0;SHADOW;0;TURBIDEZ;PMQs;1
2.14;186;296;422;178;145;70;77;62;53;23;29;18;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2.14;226;356;431;133;105;77;89;70;64;43;56;42;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.14;39;87;216;79;117;45;41;16;22;124;91;99;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.14;666;702;729;643;661;623;665;570;649;662;673;648;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.14;331;408;425;314;341;331;314;252;259;305;313;199;0;SHADOW;0;TURBIDEZ;PMQs;1
2.14;127;226;305;125;98;59;69;53;46;25;20;15;0;SHADOW;0;TURBIDEZ;PMQs;1
2.14;248;340;388;137;98;65;75;57;49;45;17;16;0;;0;TURBIDEZ;Campo_Limnologia;1
2.15;1058;1190;1359;1189;1232;999;1025;949;965;710;1013;924;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.15;248;65;132;137;233;230;290;264;325;1311;636;475;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.15;133;260;302;188;177;178;203;314;208;331;176;134;0;SHADOW;0;TURBIDEZ;PMQs;1
2.16;112;165;312;148;119;35;36;31;31;;26;26;0;NADA;0;TURBIDEZ;PMQs;1
2.17;373;548;631;419;379;277;297;367;244;334;325;284;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.17;321;318;468;270;249;212;228;227;220;365;212;149;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.17;103;80;117;83;94;86;95;76;65;49;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.17;112;198;251;90;77;57;64;52;47;20;37;26;0;SHADOW;0;TURBIDEZ;PMQs;1
2.18;547;640;755;570;566;454;461;435;409;551;376;327;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.18;116;181;300;94;69;31;27;30;25;1;32;19;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.18;203;291;373;148;124;93;100;82;73;57;59;50;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.18;116;172;285;96;75;45;38;38;33;;17;15;0;NADA;0;TURBIDEZ;PMQs;1
2.18;321;318;468;270;249;212;228;227;220;365;212;149;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.18;139;139;123;133;161;161;201;201;219;606;371;259;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.18;390;473;566;532;521;389;374;398;345;324;306;262;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.18;177;173;255;90;73;48;58;38;45;17;22;16;0;SHADOW;0;TURBIDEZ;PMQs;1
2.19;251;366;535;215;141;78;85;78;72;58;32;33;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
2.19;321;318;468;270;249;212;228;227;220;365;212;149;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.19;112;198;251;90;77;57;64;52;47;20;37;26;0;SHADOW;0;TURBIDEZ;PMQs;1
2.2;313;320;469;273;235;152;168;157;146;135;149;125;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.2;238;283;547;296;801;1634;1754;1794;1833;2052;810;348;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.2;240;356;459;176;139;80;91;68;60;40;34;22;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.2;166;263;355;123;91;49;54;43;33;7;27;29;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.2;68;159;222;92;56;20;34;34;28;;10;11;0;NADA;0;TURBIDEZ;Estados_Unidos;1
2.2;;48;131;43;17;1;1;1;1;;19;31;0;NADA;0;TURBIDEZ;Estados_Unidos;1
2.2;374;300;317;214;228;207;191;212;190;380;183;93;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;216;142;117;95;168;200;280;258;320;1509;279;152;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;634;687;851;755;838;721;715;682;683;720;549;453;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;235;200;214;163;247;261;259;218;196;87;63;49;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;17;98;171;75;118;20;70;54;59;385;56;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;439;642;823;775;942;1243;1345;1302;1392;725;1071;851;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;988;910;1075;953;1024;899;920;810;898;1337;836;764;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;380;393;521;394;487;468;404;413;469;459;468;385;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;282;363;447;373;691;1128;1322;1312;1428;1443;1166;604;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;199;241;284;156;157;125;135;113;105;268;69;30;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;217;251;298;157;173;155;167;126;135;391;89;41;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;143;148;114;96;98;78;99;86;76;103;92;80;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;245;305;418;226;174;137;158;150;133;112;100;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;418;566;569;547;568;453;462;423;479;364;575;564;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;377;222;196;131;137;123;129;104;106;80;121;109;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;605;594;689;493;513;495;492;446;479;493;377;324;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;298;329;350;254;248;207;221;192;203;193;151;142;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;185;202;224;134;126;88;114;87;90;93;109;86;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;128;130;150;168;179;183;223;214;226;386;215;188;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.2;132;152;275;128;109;87;97;78;76;9;38;34;0;SHADOW;0;TURBIDEZ;GemStat;1
2.2;152;174;312;135;120;95;101;79;78;7;31;27;0;SHADOW;0;TURBIDEZ;GemStat;1
2.2;97;196;306;134;104;60;75;55;47;20;38;32;0;SHADOW;0;TURBIDEZ;PMQs;1
2.2;215;236;323;120;88;59;62;54;56;14;18;12;0;SHADOW;0;TURBIDEZ;PMQs;1
2.2;119;127;220;113;80;50;51;43;51;17;38;29;0;SHADOW;0;TURBIDEZ;PMQs;1
2.2;301;361;358;212;199;165;173;160;147;135;100;75;0;SHADOW;0;TURBIDEZ;PMQs;1
2.2;453;470;437;393;384;333;342;343;337;316;329;306;0;SHADOW;0;TURBIDEZ;Europa;1
2.2;255;249;290;156;146;127;127;130;108;81;113;97;0;SHADOW;0;TURBIDEZ;Europa;1
2.2;189;160;190;104;83;29;37;13;32;44;135;108;0;SHADOW;0;TURBIDEZ;Europa;1
2.21;202;365;515;215;151;81;96;84;73;78;41;29;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2.21;202;365;515;215;151;81;96;84;73;78;41;29;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
2.21;333;406;736;454;546;318;322;275;275;242;229;207;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.21;140;242;343;135;97;54;66;44;33;4;21;19;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.21;70;144;149;53;52;43;49;42;41;30;28;29;0;SHADOW;0;TURBIDEZ;PMQs;1
2.21;131;180;264;83;72;32;47;32;33;1;24;19;0;SHADOW;0;TURBIDEZ;PMQs;1
2.214486;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.22;175;193;167;159;162;108;129;79;104;33;147;133;0;SHADOW;0;TURBIDEZ;ANA;1
2.22;111;164;264;84;51;29;33;32;28;1;21;16;0;SHADOW;0;TURBIDEZ;PMQs;1
2.22;157;174;257;91;62;32;37;32;41;2;17;15;0;SHADOW;0;TURBIDEZ;PMQs;1
2.22;334;394;399;221;206;175;187;158;148;119;81;50;0;SHADOW;0;TURBIDEZ;PMQs;1
2.226587;218;184;193;110;102;108;106;98;114;91;91;67;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.23;105;59;58;73;72;14;12;4;2;9;31;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.23;40;140;207;61;27;14;22;19;21;1;18;11;0;SHADOW;0;TURBIDEZ;PMQs;1
2.24;345;396;459;197;196;152;161;118;113;101;41;33;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.24;262;304;325;258;238;178;192;182;168;209;159;116;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.24;344;371;459;292;394;326;373;318;269;558;94;71;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.24;139;248;297;97;72;35;43;35;26;1;41;37;0;SHADOW;0;TURBIDEZ;PMQs;1
2.24;198;214;302;119;101;63;63;54;61;17;25;17;0;SHADOW;0;TURBIDEZ;PMQs;1
2.242086;1;11;24;23;21;11;16;26;15;1;7;14;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.25;313;320;469;273;235;152;168;157;146;135;149;125;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.25;301;332;569;264;241;185;227;82;243;646;124;159;0;CLEAR;0;TURBIDEZ;PMQs;1
2.25;588;509;542;536;550;568;592;463;559;674;497;501;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.26;335;398;481;290;278;201;215;160;175;238;121;104;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.26;32;52;104;45;46;27;33;21;28;63;114;116;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.26;32;52;104;45;46;27;33;21;28;63;114;116;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.26;211;296;395;143;119;71;83;61;56;39;19;18;0;;0;TURBIDEZ;Campo_Limnologia;1
2.27;313;320;469;273;235;152;168;157;146;135;149;125;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.27;116;155;184;118;123;94;96;87;89;138;104;98;0;SHADOW;0;TURBIDEZ;ANA;1
2.27;70;144;149;53;52;43;49;42;41;30;28;29;0;SHADOW;0;TURBIDEZ;PMQs;1
2.28;118;180;281;93;69;41;37;41;32;;27;27;0;NADA;0;TURBIDEZ;PMQs;1
2.28;231;522;667;604;516;603;642;594;512;301;760;726;0;SHADOW;0;TURBIDEZ;ANA;1
2.28;106;165;201;124;82;18;26;20;14;24;47;41;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.28;170;195;283;160;158;154;171;142;164;319;136;111;0;SHADOW;0;TURBIDEZ;PMQs;1
2.29;607;686;802;536;511;450;455;396;401;396;197;143;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2.29;416;544;628;419;363;248;271;255;217;197;206;180;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.29;95;103;103;93;85;37;58;62;50;400;200;141;0;SHADOW;0;TURBIDEZ;ANA;1
2.29;157;174;257;91;62;32;37;32;41;2;17;15;0;SHADOW;0;TURBIDEZ;PMQs;1
2.29;177;173;255;90;73;48;58;38;45;17;22;16;0;SHADOW;0;TURBIDEZ;PMQs;1
2.3;1163;1301;1457;1104;1087;1009;1023;1011;1011;973;1001;1005;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.3;142;272;429;186;183;74;84;62;47;19;34;31;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.3;1;92;93;43;26;1;1;1;1;;18;20;0;NADA;0;TURBIDEZ;Europa;1
2.3;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;396;399;483;327;303;261;277;294;292;355;266;211;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;185;139;124;153;203;240;291;298;320;855;316;205;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;209;209;227;161;165;115;139;121;107;93;135;120;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;406;439;510;369;411;388;384;312;321;321;183;123;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;299;204;239;141;130;104;133;114;104;217;151;137;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;638;613;720;687;705;663;662;633;673;641;581;539;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;689;690;796;766;776;748;760;710;740;683;654;607;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;231;386;460;468;537;620;654;656;677;506;659;564;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;25;56;24;28;19;9;23;21;21;29;47;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;57;57;64;56;54;44;43;48;42;1;14;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;102;175;196;101;75;30;60;44;35;3;5;4;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;128;220;313;152;136;84;119;92;85;44;47;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;128;220;313;152;136;84;119;92;85;44;47;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;128;220;313;152;136;84;119;92;85;44;47;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;186;207;165;102;99;62;88;68;77;102;72;55;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;1274;1255;1405;1268;1320;1228;1247;1081;1244;1213;1184;1065;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;465;548;513;527;528;514;524;515;507;463;517;463;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;248;281;246;221;230;177;161;153;150;141;232;188;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3;142;164;290;133;114;96;89;84;91;22;55;46;0;SHADOW;0;TURBIDEZ;GemStat;1
2.3;140;159;286;131;124;74;87;62;66;5;45;59;0;SHADOW;0;TURBIDEZ;GemStat;1
2.3;142;155;264;81;61;35;52;36;35;23;88;72;0;SHADOW;0;TURBIDEZ;GemStat;1
2.3;443;290;458;335;414;431;465;421;529;1003;706;593;0;SHADOW;0;TURBIDEZ;GemStat;1
2.3;119;127;220;113;80;50;51;43;51;17;38;29;0;SHADOW;0;TURBIDEZ;PMQs;1
2.3;99;120;220;98;80;14;24;14;16;1;22;21;0;SHADOW;0;TURBIDEZ;PMQs;1
2.3;84;99;131;106;92;83;108;122;139;5;177;133;0;SHADOW;0;TURBIDEZ;Europa;1
2.3;171;278;505;192;121;42;42;42;28;2;6;5;0;;0;TURBIDEZ;PMQs;1
2.31;356;424;499;559;586;420;403;429;363;322;293;244;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.31;139;248;297;97;72;35;43;35;26;1;41;37;0;SHADOW;0;TURBIDEZ;PMQs;1
2.31;211;296;395;143;119;71;83;61;56;39;19;18;0;;0;TURBIDEZ;Campo_Limnologia;1
2.32;126;215;277;144;131;99;130;105;121;181;120;94;0;SHADOW;0;TURBIDEZ;ANA;1
2.32;253;321;446;229;241;296;346;319;384;1237;370;221;0;SHADOW;0;TURBIDEZ;Cetesb;1
2.32;188;183;210;135;268;553;635;601;608;1697;363;170;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.32;336;337;322;246;237;197;203;197;191;286;148;130;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.32;139;248;297;97;72;35;43;35;26;1;41;37;0;SHADOW;0;TURBIDEZ;PMQs;1
2.328;115;177;168;86;74;32;52;32;26;17;40;36;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.33;177;173;255;90;73;48;58;38;45;17;22;16;0;SHADOW;0;TURBIDEZ;PMQs;1
2.33;56;158;198;57;36;30;41;33;27;1;15;16;0;SHADOW;0;TURBIDEZ;PMQs;1
2.33;336;389;480;286;256;226;221;410;258;874;244;282;0;SHADOW;0;TURBIDEZ;PMQs;1
2.34;383;471;555;343;293;210;210;198;188;198;168;149;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.34;416;544;628;419;363;248;271;255;217;197;206;180;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.34;106;165;201;124;82;18;26;20;14;24;47;41;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.34;373;450;520;381;426;539;601;591;622;1163;591;602;0;SHADOW;0;TURBIDEZ;PMQs;1
2.34;259;309;319;148;130;111;113;95;94;97;47;23;0;SHADOW;0;TURBIDEZ;PMQs;1
2.345662;489;477;477;444;485;459;460;441;425;385;390;330;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.346157;392;509;513;470;511;589;657;530;649;480;472;438;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.35;284;283;433;246;216;161;173;170;171;154;164;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.35;230;312;344;156;134;109;116;98;92;92;58;42;0;SHADOW;0;TURBIDEZ;PMQs;1
2.36;416;544;628;419;363;248;271;255;217;197;206;180;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.36;217;136;200;132;184;140;170;121;138;634;138;93;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.36;903;1037;1121;1026;1036;937;922;912;885;915;878;812;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.361667;625;223;337;243;482;1034;1201;1109;1332;2244;714;378;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.367283;181;203;270;189;407;484;543;444;386;175;38;43;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.37;248;352;413;160;145;112;115;98;102;145;60;40;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.37;1001;684;715;527;514;489;476;639;480;1549;590;349;0;SHADOW;0;TURBIDEZ;PMQs;1
2.37845;228;267;315;207;439;875;1057;1075;1086;1444;556;305;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.38;994;844;1002;1115;1349;1502;1636;1395;1764;3182;1836;1483;0;CIRRUS;0;TURBIDEZ;ANA;1
2.38;1182;1126;1181;1088;1174;942;969;823;913;876;907;857;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.38;211;296;395;143;119;71;83;61;56;39;19;18;0;;0;TURBIDEZ;Campo_Limnologia;1
2.381366;1142;1189;1260;1316;1386;1340;1325;1304;1315;1230;1248;1141;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.381747;835;736;701;684;699;608;609;577;589;559;558;484;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.39;284;283;433;246;216;161;173;170;171;154;164;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.39;541;552;669;543;568;504;512;445;509;512;416;384;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.39;227;175;259;179;190;191;219;208;230;1243;193;130;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.39;117;217;239;196;200;154;180;166;168;191;193;187;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.395966;230;246;218;191;205;207;213;214;193;153;187;146;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.3973;291;304;400;286;346;306;354;341;349;810;357;190;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;1163;1301;1457;1104;1087;1009;1023;1011;1011;973;1001;1005;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;346;525;749;725;1144;1816;1976;2205;2180;1923;1583;1073;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;1363;1896;2072;2016;2069;1945;1958;1914;1899;1254;1947;1875;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;183;320;432;238;247;145;132;299;112;124;174;104;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;383;471;555;343;293;210;210;198;188;198;168;149;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;1638;1937;1773;1455;1497;1364;1314;1882;1273;1974;1316;1040;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;486;1317;1465;1575;1740;1886;1936;1932;2055;1067;1986;1822;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
2.4;234;335;450;184;144;97;105;89;78;54;57;49;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.4;166;263;355;123;91;49;54;43;33;7;27;29;0;CIRRUS;0;TURBIDEZ;PMQs;1
2.4;3900;3611;3673;3614;4254;4958;5301;5199;5431;11396;3480;2422;0;NADA;0;TURBIDEZ;ANA;1
2.4;114;165;225;111;71;16;24;15;1;;13;13;0;NADA;0;TURBIDEZ;Estados_Unidos;1
2.4;1;25;95;55;39;1;1;1;1;;32;31;0;NADA;0;TURBIDEZ;Estados_Unidos;1
2.4;278;375;481;201;144;63;73;69;65;;17;14;0;NADA;0;TURBIDEZ;Estados_Unidos;1
2.4;637;773;904;1007;1141;1267;1352;1384;1437;1267;1729;1385;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;342;514;589;572;696;806;872;911;946;1441;957;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;194;104;103;99;99;105;121;142;144;487;235;153;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;120;90;91;93;126;162;202;172;227;1203;329;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;168;167;260;132;121;66;65;50;60;44;83;80;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;16;107;107;106;87;33;58;50;41;61;61;46;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;1;8;60;43;37;1;1;1;2;1;28;30;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;6;20;67;8;12;8;11;7;5;1;1;1;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;433;310;319;157;156;171;208;154;193;326;167;135;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;375;230;439;228;228;148;174;163;170;484;230;207;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;187;201;237;335;459;587;676;733;807;1515;857;584;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
2.4;137;182;198;126;173;137;179;138;147;293;153;115;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
