Unnamed: 0;Unnamed: 0.1;Value;BAND_1;BAND_2;BAND_3;BAND_4;BAND_5;BAND_6;BAND_7;BAND_8;BAND_8A;BAND_9;BAND_11;BAND_12;QA60;NUVEM_SOMBRA;DIFERENCA_DIAS;Parameter;Dominio;Classe
6110;1605;0.4;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6111;1606;0.6;96;90;74;8;1;1;1;1;1;1;28;25;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6112;1607;1;85;82;65;2;1;1;1;1;1;3;27;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6113;1608;0.4;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6114;1609;1.7;99;89;75;10;3;1;1;1;2;1;34;24;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6118;1613;1.7;155;62;61;67;98;89;131;84;141;1622;232;162;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6122;1617;1.5;353;209;198;220;245;188;198;163;186;701;275;217;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6123;1618;6.53;235;255;273;165;237;210;245;179;173;1339;126;97;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6125;1620;2.6;135;57;85;102;178;256;289;232;309;1138;372;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6129;1624;2.11;235;255;273;165;237;210;245;179;173;1339;126;97;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6130;1625;30.7;262;319;341;211;248;288;318;260;270;660;117;97;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6132;1627;4.5;224;275;299;167;256;312;373;283;307;665;114;114;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6133;1628;5.2;314;328;340;228;315;396;453;375;431;1512;298;207;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6135;1630;5.9;262;319;341;211;248;288;318;260;270;660;117;97;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6136;1631;7.8;155;62;61;67;98;89;131;84;141;1622;232;162;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6138;1633;10.2;353;209;198;220;245;188;198;163;186;701;275;217;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6139;1634;5;314;328;340;228;315;396;453;375;431;1512;298;207;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6142;1637;1039;224;275;299;167;256;312;373;283;307;665;114;114;0;SHADOW;0;TURBIDEZ;Estados_Unidos;4
6144;1639;5.7;204;24;25;48;105;103;97;107;133;1340;292;207;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6146;1641;1.8;609;533;606;444;641;957;1223;1114;1332;2037;870;529;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6150;1645;25;480;552;771;556;899;544;548;435;394;300;189;148;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6152;1647;16;891;826;848;618;788;894;954;809;879;813;381;198;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6153;1648;26.5;902;850;883;641;863;803;829;707;704;791;260;142;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6157;1652;17.8;943;910;1001;844;1139;1403;1553;1573;1630;909;1075;684;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6158;1653;29.8;892;854;885;655;829;1030;1105;1063;1103;1332;520;274;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6168;1663;10.7;841;818;849;653;900;1260;1364;1299;1343;3051;684;371;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6169;1664;5.13;832;750;918;635;703;654;700;591;620;1682;542;477;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6170;1665;9.4;884;833;873;608;753;649;640;566;550;562;247;144;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6173;1668;6.939761;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6174;1669;8.364531;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6175;1670;9.317209;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6176;1671;5.411719;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6177;1672;44.24053;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6180;1675;0.740124;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6181;1676;3.7;535;587;607;344;364;464;507;437;418;562;157;108;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6182;1677;34.83034;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6183;1678;6.174381;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6184;1679;11.16973;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6185;1680;4.60482;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6186;1681;7.289124;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6187;1682;40.37972;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6188;1683;9.385932;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6191;1686;9.720541;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6192;1687;2.798771;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6195;1690;6.658926;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6196;1691;5.722163;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6197;1692;2.214486;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6198;1693;35.92175;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6199;1694;45.95744;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6200;1695;8.198848;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6201;1696;7.073884;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6202;1697;4.651426;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6204;1699;3.960347;345;374;342;218;228;223;243;205;211;571;123;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6224;1719;10.3;235;236;339;207;225;108;122;105;89;75;40;38;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6235;1730;44.1;71;92;108;69;97;89;151;111;120;585;59;61;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6236;1731;6.96;71;92;108;69;97;89;151;111;120;585;59;61;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6237;1732;24.5;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6238;1733;6.2;169;235;319;168;222;195;211;184;193;260;146;122;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6240;1735;10.8;374;430;487;348;484;645;764;736;748;821;423;283;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6241;1736;4.58;186;213;244;220;236;177;209;159;185;182;162;181;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6242;1737;2.45;71;92;108;69;97;89;151;111;120;585;59;61;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6243;1738;3.36;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6244;1739;2.8;235;305;416;292;279;202;229;179;202;218;204;213;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6245;1740;50.3;447;578;856;621;1093;758;779;635;560;416;301;316;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6246;1741;7.4;17;98;171;75;118;20;70;54;59;385;56;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6248;1743;2.99;235;305;416;292;279;202;229;179;202;218;204;213;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6249;1744;26.4;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6250;1745;13.7;262;232;413;223;347;383;435;368;472;1388;354;195;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6251;1746;3.01;235;305;416;292;279;202;229;179;202;218;204;213;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6252;1747;3.25;235;305;416;292;279;202;229;179;202;218;204;213;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6253;1748;0.6;65;138;174;122;132;129;168;124;155;564;119;106;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6254;1749;23;365;478;638;444;578;388;421;405;333;297;300;238;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6255;1750;1.7;235;305;416;292;279;202;229;179;202;218;204;213;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6256;1751;5.87;94;104;179;121;143;64;108;87;75;945;72;47;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6257;1752;7.76;94;104;179;121;143;64;108;87;75;945;72;47;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6258;1753;3.72;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6259;1754;20.8;337;479;582;496;664;459;482;486;421;536;350;285;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6260;1755;4.45;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6261;1756;3.86;186;213;244;220;236;177;209;159;185;182;162;181;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6263;1758;3.01;226;302;386;294;285;210;219;170;200;215;195;210;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6264;1759;2.2;17;98;171;75;118;20;70;54;59;385;56;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6265;1760;4.6;75;103;154;93;213;290;307;306;279;374;93;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6266;1761;4.25;186;213;244;220;236;177;209;159;185;182;162;181;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6267;1762;6.53;235;305;416;292;279;202;229;179;202;218;204;213;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6269;1764;2.4;433;310;319;157;156;171;208;154;193;326;167;135;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6270;1765;2.1;529;533;566;402;416;408;427;347;411;443;351;335;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6271;1766;2.6;261;299;350;208;225;217;217;167;176;108;77;72;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6273;1768;1.1;342;270;313;134;122;108;135;112;121;473;139;106;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6274;1769;1.8;230;304;346;170;142;122;148;111;129;94;93;72;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6275;1770;0.6;357;238;282;196;317;350;401;386;417;1746;342;235;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6282;1777;1.93;368;392;406;291;289;250;257;216;233;217;182;160;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6284;1779;8.1;366;330;449;334;405;251;280;216;211;327;172;125;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6287;1782;11;370;379;499;476;590;562;622;525;604;811;635;347;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6288;1783;61.185385;211;334;431;343;509;848;958;902;1034;838;575;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6290;1785;1.1;598;287;287;214;244;287;284;246;315;1116;283;205;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6294;1789;2.56;364;280;354;182;177;134;144;119;136;354;164;137;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6296;1791;13;321;317;403;356;414;285;319;254;268;1037;198;98;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6298;1793;1.62;421;461;463;332;325;249;249;218;228;241;198;180;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6303;1798;2.04;452;475;488;416;440;396;419;380;395;413;333;278;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6306;1801;2.361667;625;223;337;243;482;1034;1201;1109;1332;2244;714;378;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6312;1807;4.3;659;283;283;198;190;154;158;131;134;524;160;132;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6317;1812;6.518182;201;138;160;121;140;131;141;115;143;690;108;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6320;1815;5.54;353;363;373;296;339;262;282;241;234;230;188;149;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6322;1817;8.8;689;488;660;624;788;489;566;488;416;1099;300;211;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6324;1819;4.47;358;408;490;335;316;213;225;202;189;217;139;125;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6329;1824;2.68;441;449;440;361;385;311;324;285;295;322;244;212;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6338;1833;9;514;573;730;584;812;520;515;472;423;353;347;305;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6340;1835;15.2;213;169;207;129;278;369;443;452;488;1666;326;147;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6342;1837;17.7;183;233;337;197;425;256;274;251;190;463;123;82;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6343;1838;7.1;579;672;916;686;772;723;777;822;853;1409;1156;953;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6348;1843;23.9836;415;412;534;353;698;1216;1301;1307;1259;1374;731;424;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6350;1845;15.2;205;287;422;263;473;264;294;266;220;193;138;90;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6353;1848;12.8;127;149;191;120;203;81;95;83;91;292;70;52;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6354;1849;16.9;762;479;716;438;715;471;489;473;473;2251;375;285;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6356;1851;45.65429;415;412;534;353;698;1216;1301;1307;1259;1374;731;424;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6357;1852;45.76575;415;412;534;353;698;1216;1301;1307;1259;1374;731;424;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6360;1855;43.05951;415;412;534;353;698;1216;1301;1307;1259;1374;731;424;0;SHADOW;0;TURBIDEZ;Estados_Unidos;2
6361;1856;18.4;195;283;586;254;757;1082;1140;1121;1099;1353;636;304;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6363;1858;36.96605;415;412;534;353;698;1216;1301;1307;1259;1374;731;424;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6372;1867;10.4;865;287;425;328;372;412;420;343;487;3098;584;418;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6374;1869;0.2;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6377;1872;0.7;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6378;1873;1.3;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6382;1877;2.5;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6384;1879;0.5;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6385;1880;0.4;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6387;1882;5;257;170;268;193;463;684;758;713;746;1151;436;244;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6388;1883;0.9;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6391;1886;0.6;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6393;1888;1.3;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6394;1889;0.8;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6397;1892;1.9;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6398;1893;0.6;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6402;1897;0.2;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6403;1898;1.7;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6404;1899;2.7;191;147;152;110;85;37;63;54;51;150;75;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6405;1900;0.7;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6407;1902;3.6;175;200;218;157;184;115;138;125;123;153;116;76;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6411;1906;2.4;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6413;1908;5;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6415;1910;0.3;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6416;1911;1.8;181;140;98;94;94;58;71;52;70;95;159;107;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6417;1912;0.2;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6419;1914;0.7;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6420;1915;0.4;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6421;1916;0.3;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6422;1917;3.1;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6425;1920;0.3;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6426;1921;0.1;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6427;1922;1.9;281;295;253;229;236;156;186;159;181;86;237;165;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6428;1923;7.4;214;227;321;223;391;935;1127;1027;1251;2054;699;299;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6429;1924;1.6;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6430;1925;4.6;261;192;291;217;457;652;720;723;712;1259;465;284;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6431;1926;0.7;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6432;1927;2.1;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6433;1928;0.4;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6434;1929;0.6;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6435;1930;0.6;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6436;1931;0.3;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6437;1932;5.8;285;316;388;227;264;113;130;98;70;25;38;26;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6438;1933;6.3;261;192;291;217;457;652;720;723;712;1259;465;284;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6439;1934;0.4;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6440;1935;0.5;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6442;1937;0.3;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6443;1938;0.3;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6447;1942;1.6;306;265;204;132;159;260;362;307;368;407;243;149;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6448;1943;7.4;214;227;321;223;391;935;1127;1027;1251;2054;699;299;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6451;1946;4.6;257;170;268;193;463;684;758;713;746;1151;436;244;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6453;1948;2;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6454;1949;0.3;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6458;1953;1.3;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6461;1956;0.4;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6464;1959;0.5;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6465;1960;3.8;138;165;149;119;134;88;108;82;82;100;88;64;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6467;1962;0.9;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6468;1963;8.5;257;170;268;193;463;684;758;713;746;1151;436;244;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6469;1964;3.9;442;274;301;190;187;80;127;104;84;324;107;82;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6470;1965;0.6;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6471;1966;0.9;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6472;1967;1.8;249;263;297;139;181;136;176;123;157;607;246;143;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6474;1969;3.2;222;253;258;156;170;87;106;69;66;30;41;51;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6475;1970;0.5;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6476;1971;1.1;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6478;1973;18.24;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6479;1974;10.87;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6480;1975;16.81;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6481;1976;18.09;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6482;1977;12.33;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6483;1978;14.39;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6484;1979;4.73;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6485;1980;4.01;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6486;1981;19.94;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6487;1982;17.19;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6488;1983;16.29;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6494;1989;6.8;519;401;415;383;503;790;973;832;1064;881;688;472;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6505;2000;3.1;1477;1125;1288;1227;1357;1449;1590;1262;1654;3216;1326;995;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6513;2008;3.3;1021;908;976;900;990;919;950;839;972;2117;826;717;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6517;2012;10.2;435;307;432;302;454;443;517;408;434;1401;273;226;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6520;2015;7.2;204;206;254;190;242;156;166;132;131;605;88;91;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6531;2026;11;152;202;280;175;303;136;144;116;99;551;121;95;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6533;2028;6.234;498;313;404;306;420;352;377;324;320;1185;347;319;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6535;2030;88.22;573;834;980;1062;1181;1523;1673;1540;1604;2028;1677;1485;0;SHADOW;0;TURBIDEZ;Estados_Unidos;3
6539;2034;4;522;795;929;999;1201;1250;1313;1280;1305;1395;1062;918;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6541;2036;4.579;204;206;254;190;242;156;166;132;131;605;88;91;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6543;2038;26.7;522;795;929;999;1201;1250;1313;1280;1305;1395;1062;918;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6558;2053;8;498;313;404;306;420;352;377;324;320;1185;347;319;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6559;2054;160.6;573;834;980;1062;1181;1523;1673;1540;1604;2028;1677;1485;0;SHADOW;0;TURBIDEZ;Estados_Unidos;4
6562;2057;6.055;435;307;432;302;454;443;517;408;434;1401;273;226;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6565;2060;2.17;103;80;117;83;94;86;95;76;65;49;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6566;2061;3.09;105;59;58;73;72;14;12;4;2;9;31;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6567;2062;3.39;123;70;67;81;97;24;44;13;22;15;49;33;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6568;2063;0.16;103;80;117;83;94;86;95;76;65;49;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6569;2064;4.33;105;59;58;73;72;14;12;4;2;9;31;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
6570;2065;2.8;113;77;66;64;71;29;30;23;14;40;32;31;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
